2026-08-14 01:44:23 INFO  [restartedMain] demo.server.ServerApplication - Starting ServerApplication using Java 21.0.11 with PID 15484 (D:\code\fullstack\Personal Finance Management\server\build\classes\java\main started by admin in D:\code\fullstack\Personal Finance Management\server)
2026-08-14 01:44:23 INFO  [restartedMain] demo.server.ServerApplication - The following 1 profile is active: "dev"
2026-08-14 01:44:23 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2026-08-14 01:44:23 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2026-08-14 01:44:26 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2026-08-14 01:44:26 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-08-14 01:44:27 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 460 ms. Found 12 JPA repository interfaces.
2026-08-14 01:44:27 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2026-08-14 01:44:27 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2026-08-14 01:44:27 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface demo.server.repository.BankAccountRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2026-08-14 01:44:27 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface demo.server.repository.BudgetRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2026-08-14 01:44:27 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface demo.server.repository.CategoryRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2026-08-14 01:44:27 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface demo.server.repository.ExchangeRateRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2026-08-14 01:44:27 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface demo.server.repository.ExpenseRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2026-08-14 01:44:27 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface demo.server.repository.GoalRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2026-08-14 01:44:27 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface demo.server.repository.IncomeRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2026-08-14 01:44:27 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface demo.server.repository.MerchantMappingRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2026-08-14 01:44:27 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface demo.server.repository.NotificationRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2026-08-14 01:44:27 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface demo.server.repository.RefreshTokenRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2026-08-14 01:44:27 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface demo.server.repository.TransactionRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2026-08-14 01:44:27 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface demo.server.repository.UserRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2026-08-14 01:44:27 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 33 ms. Found 0 Redis repository interfaces.
2026-08-14 01:44:28 INFO  [restartedMain] o.s.boot.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2026-08-14 01:44:28 INFO  [restartedMain] o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-08-14 01:44:28 INFO  [restartedMain] o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/11.0.22]
2026-08-14 01:44:28 INFO  [restartedMain] o.s.b.w.c.s.WebApplicationContextInitializer - Root WebApplicationContext: initialization completed in 5266 ms
2026-08-14 01:44:29 INFO  [restartedMain] org.hibernate.orm.jpa - HHH008540: Processing PersistenceUnitInfo [name: default]
2026-08-14 01:44:29 INFO  [restartedMain] org.hibernate.orm.core - HHH000001: Hibernate ORM core version 7.4.1.Final
2026-08-14 01:44:29 INFO  [restartedMain] o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-08-14 01:44:30 INFO  [restartedMain] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2026-08-14 01:44:30 INFO  [restartedMain] com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@66644781
2026-08-14 01:44:30 INFO  [restartedMain] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2026-08-14 01:44:30 WARN  [restartedMain] org.hibernate.orm.deprecation - HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-08-14 01:44:30 INFO  [restartedMain] o.hibernate.orm.connections.pooling - HHH10001005: Database info:
	Database JDBC URL [jdbc:mysql://localhost:3306/personal_finance?createDatabaseIfNotExist=true]
	Database driver: MySQL Connector/J
	Database dialect: MySQLDialect
	Database version: 8.0.46
	Default catalog/schema: personal_finance/undefined
	Autocommit mode: undefined/unknown
	Isolation level: REPEATABLE_READ [default REPEATABLE_READ]
	JDBC fetch size: none
	Pool: DataSourceConnectionProvider
	Minimum pool size: undefined/unknown
	Maximum pool size: undefined/unknown
2026-08-14 01:44:34 INFO  [restartedMain] org.hibernate.orm.core - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-08-14 01:44:35 INFO  [restartedMain] o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-08-14 01:44:35 INFO  [restartedMain] o.s.d.j.r.q.QueryEnhancerFactories - Hibernate is in classpath; If applicable, HQL parser will be used.
2026-08-14 01:50:15 ERROR [http-nio-8080-exec-4] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:50:26 ERROR [http-nio-8080-exec-2] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:50:35 ERROR [http-nio-8080-exec-5] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:50:46 ERROR [http-nio-8080-exec-6] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:50:55 ERROR [http-nio-8080-exec-1] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:51:06 ERROR [http-nio-8080-exec-10] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:51:15 ERROR [http-nio-8080-exec-9] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:51:26 ERROR [http-nio-8080-exec-3] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:51:35 ERROR [http-nio-8080-exec-7] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:51:46 ERROR [http-nio-8080-exec-8] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:51:55 ERROR [http-nio-8080-exec-4] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:52:06 ERROR [http-nio-8080-exec-2] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:52:15 ERROR [http-nio-8080-exec-5] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:52:26 ERROR [http-nio-8080-exec-6] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:52:35 ERROR [http-nio-8080-exec-1] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:52:46 ERROR [http-nio-8080-exec-10] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:52:55 ERROR [http-nio-8080-exec-9] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:53:06 ERROR [http-nio-8080-exec-3] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:53:15 ERROR [http-nio-8080-exec-7] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:53:26 ERROR [http-nio-8080-exec-8] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:53:35 ERROR [http-nio-8080-exec-4] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:53:46 ERROR [http-nio-8080-exec-2] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:53:55 ERROR [http-nio-8080-exec-5] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:54:06 ERROR [http-nio-8080-exec-6] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:54:15 ERROR [http-nio-8080-exec-1] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:54:26 ERROR [http-nio-8080-exec-10] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:54:35 ERROR [http-nio-8080-exec-9] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:54:46 ERROR [http-nio-8080-exec-3] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:54:55 ERROR [http-nio-8080-exec-7] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:55:06 ERROR [http-nio-8080-exec-8] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:55:15 ERROR [http-nio-8080-exec-4] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:55:26 ERROR [http-nio-8080-exec-2] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:55:35 ERROR [http-nio-8080-exec-5] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:55:46 ERROR [http-nio-8080-exec-6] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:55:55 ERROR [http-nio-8080-exec-1] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:56:06 ERROR [http-nio-8080-exec-10] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:56:15 ERROR [http-nio-8080-exec-9] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:56:26 ERROR [http-nio-8080-exec-3] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:56:35 ERROR [http-nio-8080-exec-7] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:56:46 ERROR [http-nio-8080-exec-8] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:56:55 ERROR [http-nio-8080-exec-4] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:57:06 ERROR [http-nio-8080-exec-2] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:57:15 ERROR [http-nio-8080-exec-5] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:57:26 ERROR [http-nio-8080-exec-6] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:57:35 ERROR [http-nio-8080-exec-1] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:57:46 ERROR [http-nio-8080-exec-10] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:57:55 ERROR [http-nio-8080-exec-9] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:58:06 ERROR [http-nio-8080-exec-3] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:58:15 ERROR [http-nio-8080-exec-7] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:58:26 ERROR [http-nio-8080-exec-8] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:58:35 ERROR [http-nio-8080-exec-4] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:58:46 ERROR [http-nio-8080-exec-2] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:58:55 ERROR [http-nio-8080-exec-5] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:59:06 ERROR [http-nio-8080-exec-6] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:59:15 ERROR [http-nio-8080-exec-1] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:59:26 ERROR [http-nio-8080-exec-10] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:59:35 ERROR [http-nio-8080-exec-9] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:59:46 ERROR [http-nio-8080-exec-3] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 01:59:55 ERROR [http-nio-8080-exec-7] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:00:06 ERROR [http-nio-8080-exec-8] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:00:15 ERROR [http-nio-8080-exec-4] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:00:26 ERROR [http-nio-8080-exec-2] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:00:35 ERROR [http-nio-8080-exec-5] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:00:46 ERROR [http-nio-8080-exec-6] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:00:55 ERROR [http-nio-8080-exec-1] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:01:06 ERROR [http-nio-8080-exec-10] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:01:15 ERROR [http-nio-8080-exec-9] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:01:26 ERROR [http-nio-8080-exec-3] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:01:35 ERROR [http-nio-8080-exec-7] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:01:46 ERROR [http-nio-8080-exec-8] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:01:55 ERROR [http-nio-8080-exec-4] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:02:06 ERROR [http-nio-8080-exec-2] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:02:15 ERROR [http-nio-8080-exec-5] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:02:26 ERROR [http-nio-8080-exec-6] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:02:35 ERROR [http-nio-8080-exec-1] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:02:46 ERROR [http-nio-8080-exec-10] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:02:55 ERROR [http-nio-8080-exec-9] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:03:06 ERROR [http-nio-8080-exec-3] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:03:15 ERROR [http-nio-8080-exec-7] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:03:26 ERROR [http-nio-8080-exec-8] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:03:28 ERROR [http-nio-8080-exec-4] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:03:36 ERROR [http-nio-8080-exec-2] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:03:43 ERROR [http-nio-8080-exec-5] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:03:43 ERROR [http-nio-8080-exec-1] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:03:43 ERROR [http-nio-8080-exec-6] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:03:43 ERROR [http-nio-8080-exec-9] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:03:43 ERROR [http-nio-8080-exec-10] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:03:43 ERROR [http-nio-8080-exec-3] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:03:43 ERROR [http-nio-8080-exec-7] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:03:44 ERROR [http-nio-8080-exec-8] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:03:46 ERROR [http-nio-8080-exec-4] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:03:46 ERROR [http-nio-8080-exec-2] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:03:55 ERROR [http-nio-8080-exec-5] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:03:59 ERROR [http-nio-8080-exec-9] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:04:00 ERROR [http-nio-8080-exec-1] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:04:00 ERROR [http-nio-8080-exec-3] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:04:00 ERROR [http-nio-8080-exec-10] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:04:00 ERROR [http-nio-8080-exec-7] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:04:00 ERROR [http-nio-8080-exec-6] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:04:00 ERROR [http-nio-8080-exec-8] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:04:00 ERROR [http-nio-8080-exec-4] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:04:06 ERROR [http-nio-8080-exec-2] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:04:06 ERROR [http-nio-8080-exec-5] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:04:15 ERROR [http-nio-8080-exec-9] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:04:26 ERROR [http-nio-8080-exec-1] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:04:26 ERROR [http-nio-8080-exec-10] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:04:26 ERROR [http-nio-8080-exec-7] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:04:26 ERROR [http-nio-8080-exec-3] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:04:26 ERROR [http-nio-8080-exec-6] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:04:26 ERROR [http-nio-8080-exec-8] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:04:26 ERROR [http-nio-8080-exec-4] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:04:26 ERROR [http-nio-8080-exec-2] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:04:27 ERROR [http-nio-8080-exec-5] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:04:36 ERROR [http-nio-8080-exec-9] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:04:45 ERROR [http-nio-8080-exec-1] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:04:51 ERROR [http-nio-8080-exec-10] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:04:55 ERROR [http-nio-8080-exec-6] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
2026-08-14 02:05:06 ERROR [http-nio-8080-exec-7] d.s.s.impl.JwtBlacklistServiceImpl - Redis connection failure when checking blacklist: Unable to connect to Redis
